participant,studyName,studyNameNah,expId,month,date,year,trialNah,trialId,word,wordlabel,phonelength,duration,silence,durasil,begin,meanpit,maxpitch,maxPitTime,minpitch,minPitTime,firstpitch,secondpitch,thirdpitch,fourthpitch,meanIntensity,maxIntensity
debug0IAXH,prosody,study,exp0,04,24,2020,trial,01,sp,sp,1,0.710,0,0.710,0.0125,274.609,346.04,0.319,231.65,0.079,244.487,344.893,--undefined--,--undefined--,39.584,54.966
debug0IAXH,prosody,study,exp0,04,24,2020,trial,01,不,不,2,0.270,0,0.270,0.7225,233.947,268.06,0.039,216.02,0.269,256.560,238.070,231.643,220.873,69.398,76.163
debug0IAXH,prosody,study,exp0,04,24,2020,trial,01,李,李,2,0.300,0,0.300,0.9925,211.421,232.20,0.085,204.66,0.198,216.562,213.966,205.906,209.249,71.067,74.560
debug0IAXH,prosody,study,exp0,04,24,2020,trial,01,娜,娜,2,0.220,0,0.220,1.2925,221.232,229.26,0.093,209.06,0.201,221.180,227.847,222.182,213.720,74.785,76.051
debug0IAXH,prosody,study,exp0,04,24,2020,trial,01,踢,踢,2,0.230,0,0.230,1.5125,213.442,224.87,0.147,204.45,0.230,212.535,--undefined--,222.173,208.117,64.860,73.780
debug0IAXH,prosody,study,exp0,04,24,2020,trial,01,了,了,2,0.110,0,0.110,1.7425,198.433,204.45,0,192.39,0.089,202.277,200.152,196.927,194.376,68.682,72.406
debug0IAXH,prosody,study,exp0,04,24,2020,trial,01,王,王,3,0.220,0,0.220,1.8525,193.106,203.27,0.220,187.07,0.118,196.714,190.959,188.280,196.471,64.031,68.721
debug0IAXH,prosody,study,exp0,04,24,2020,trial,01,刚,刚,3,0.280,0,0.280,2.0725,210.404,237.65,0.062,202.92,0.044,211.516,209.711,206.837,214.490,64.605,70.551
debug0IAXH,prosody,study,exp0,04,24,2020,trial,01,sp,sp,0,0.470,0,0.470,2.3525,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,37.307,40.014
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,sp,sp,1,0.390,0,0.390,0.0125,208.736,252.89,0.148,117.93,0.048,192.408,235.950,--undefined--,--undefined--,34.501,52.295
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,不,不,2,0.440,0,0.440,0.4025,214.679,275.36,0.048,193.86,0.301,246.449,211.471,196.839,216.322,67.845,77.209
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,sp,sp,1,0.140,0,0.140,0.8425,227.684,232.18,0.007,225.49,0.032,228.108,225.786,--undefined--,--undefined--,39.491,56.954
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,李,李,2,0.330,0,0.330,0.9825,197.516,209.94,0.147,185.00,0.327,205.842,204.358,193.901,187.255,66.173,73.573
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,娜,娜,2,0.330,0,0.330,1.3125,205.696,223.90,0.129,185.15,0,193.008,218.570,211.724,199.481,70.635,75.089
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,踢,踢,2,0.180,0,0.180,1.6425,207.908,237.10,0.118,195.12,0.012,196.589,--undefined--,227.169,204.150,61.797,71.343
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,了,了,2,0.120,0,0.120,1.8225,189.580,199.62,0.007,183.63,0.093,198.314,189.408,184.649,185.948,66.593,69.220
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,王,王,3,0.220,0,0.220,1.9425,187.966,208.19,0.217,177.30,0.171,191.372,181.447,189.029,190.017,64.664,67.844
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,刚,刚,3,0.290,0,0.290,2.1625,199.360,245.33,0.063,186.88,0.018,214.198,195.779,195.406,198.196,62.838,66.956
debug0IAXH,prosody,study,exp0,04,24,2020,trial,02,sp,sp,0,0.140,0,0.140,2.4525,197.219,197.71,0.018,195.29,0,197.219,--undefined--,--undefined--,--undefined--,37.106,50.080
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,sp,sp,1,0.020,0,0.020,0.0125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,26.319,26.319
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,不,不,2,0.080,0,0.080,0.0325,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,44.273,51.210
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,sp,sp,1,0.470,0,0.470,0.1125,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,29.888,56.575
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,李,李,2,0.060,0,0.060,0.5825,233.829,246.02,0.021,218.30,0.060,--undefined--,243.756,237.338,221.076,69.664,76.255
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,娜,娜,2,0.760,0,0.760,0.6425,177.032,218.98,0.009,82.46,0.326,204.292,159.558,141.979,202.300,69.688,76.338
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,踢,踢,2,0.130,0,0.130,1.4025,201.320,207.01,0.005,196.62,0.031,201.831,196.620,--undefined--,--undefined--,65.582,72.495
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,了,了,2,0.230,0,0.230,1.5325,152.148,201.65,0.137,89.45,0.116,104.748,102.826,180.651,190.664,69.801,73.759
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,王,王,3,0.270,0,0.270,1.7625,183.133,202.41,0.183,167.22,0.083,183.581,172.629,188.506,187.816,67.118,73.109
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,刚,刚,3,0.290,0,0.290,2.0325,194.477,203.15,0.215,180.11,0.002,190.783,191.849,195.256,198.186,66.206,78.428
debug0IAXH,prosody,study,exp0,04,24,2020,trial,03,sp,sp,0,0.320,0,0.320,2.3225,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,31.616,48.064
